doc_id,corpus,doc_ref,decision_date,chars,body_hash,canonical,passages
amcu:3129,amcu,268-р,2021-05-20,2560,30295dae90ac824a63e1c79851029fab,True,3
amcu:313,amcu,829-р,2019-12-19,186906,b33f6573f548cb99d4d7edf1f33cb3b9,True,177
amcu:3130,amcu,269-р,2021-05-20,2486,bcbec35b7886aa6d11b13333d251a1ff,True,2
amcu:3131,amcu,270-р,2021-05-20,2528,9571ebdf61604e86dd533eb9ec9e3e15,True,2
amcu:3132,amcu,271-р,2021-05-20,2615,ece716bd548ab2e5963def530f00e489,True,3
amcu:3133,amcu,272-р,2021-05-20,2537,647c66a15df169e5020219aede79e592,True,3
amcu:3134,amcu,273-р,2021-05-20,2528,1a3820dc6be6ee99fc9d0f52c828df99,True,2
amcu:3135,amcu,274-р,2021-05-20,2540,d8ad58509d566c500ff37f105f185761,True,2
amcu:3136,amcu,275-р,2021-05-20,2410,7a12834d09db6033643733144ea19075,True,2
amcu:3137,amcu,276-р,2021-05-20,2521,d7e65111e2f6f92b6eec1c7e436751e7,True,2
amcu:3138,amcu,277-р,2021-05-20,2455,f1b1c0058100d1da6ee8b729af49c118,True,2
amcu:3139,amcu,278-р,2021-05-20,2415,9887c3e99e43e7d72acec7dadd384360,True,2
amcu:314,amcu,830-р,2019-12-19,301092,891c4dffbc4bad9bae2852df91b2f75a,True,284
amcu:3140,amcu,279-р,2021-05-20,2507,2dfea23e4232174b96c3ae550722ebb2,True,2
amcu:3141,amcu,280-р,2021-05-20,2417,ffc87343c211bb0f3ea6f8b65d0c5c74,True,2
amcu:3142,amcu,281-р,2021-05-20,2546,3b64871d182d0935c66b6bb47f987d1a,True,3
amcu:3143,amcu,282-р,2021-05-20,2529,020de75b6866a143d7dd16e2530be217,True,2
amcu:3144,amcu,283-р,2021-05-20,2530,ed0b869ff58d9f5e0b29f42a749c1f66,True,3
amcu:3145,amcu,284-р,2021-05-20,2551,68e92360cd8113014da97332b55558c5,True,3
amcu:3146,amcu,285-р,2021-05-20,2403,d28ab3eba67d9060af03198a105ef8ba,True,2
amcu:3147,amcu,286-р,2021-05-20,2422,71a66491b17853d41ea3c076fb6d1dbe,True,2
amcu:3148,amcu,287-р,2021-05-20,3771,50a993072e89f7389d36939609d8052c,True,4
amcu:3149,amcu,288-р,2021-05-20,3601,7f55bc7e31ec5c973794eaede1ed0147,True,4
amcu:315,amcu,831-р,2019-12-19,102036,fac1d9aa0cd4302e75357b9e2457c0fb,True,79
amcu:3150,amcu,289-р,2021-05-20,3098,4ec65e3fce35b1c7cdf8825eb26b07c9,True,3
amcu:3151,amcu,290-р,2021-05-20,74764,e16e06d44d21be431dbba11c7b180349,True,74
amcu:3152,amcu,291-р,2021-05-24,2518,fe312f96eeceaf46d1b4086156b4fd68,True,3
amcu:3153,amcu,292-р,2021-05-27,44589,6320b8371c52b058ef78ff4e730bc3d4,True,45
amcu:3154,amcu,293-р,2021-05-27,1981,2ddab203d46953a98dfbb9835266be8f,True,2
amcu:3155,amcu,294-р,2021-05-27,1980,6abd181e985f7c338a4e2b9a0e129ace,True,2
amcu:3156,amcu,295-р,2021-05-27,1977,f67a1e85c542f3b0fd48e59cc6539384,True,2
amcu:3157,amcu,296-р,2021-05-27,2102,d68103057e32b1ccd9b33414de2c1358,True,2
amcu:3158,amcu,297-р,2021-05-27,3189,1d7d6ad66512dd55b484cae5b06f8cae,True,3
amcu:3159,amcu,298-р,2021-05-27,4066,4731177d5375061c2e46437299c9b612,True,4
amcu:316,amcu,832-р,2019-12-19,77842,3068e446e8a891417b2a1d4d56de2ce0,True,67
amcu:3160,amcu,299-р,2021-05-27,13515,5b7fdf4c84279881161b4ee12a579933,True,14
amcu:3161,amcu,300-р,2021-05-27,15560,941b943ea5e2a0ff7bb9845da6e64d59,True,15
amcu:3162,amcu,301-р,2021-05-27,15622,35d5962e8cc8503ab55cc146b54c31e7,True,16
amcu:3163,amcu,302-р,2021-05-27,99103,37c8732acfdf3fd7f2c27f7168340aaa,True,99
amcu:3164,amcu,303-р,2021-05-27,47076,a5562ca530fdbcfec9217a40123a94af,True,46
amcu:3165,amcu,11-рп,2021-05-20,4813,16c4234530c1ba4b30c6987eed6fdb9e,True,5
amcu:3166,amcu,64-rk,2019-11-29,6384,b4d2bade1242c58da0e9dad6937cbd1b,True,6
amcu:3167,amcu,271-р,2020-05-07,2100,a7ec5010a1c9f19fa8a631531ebb0bbd,True,2
amcu:3168,amcu,272-р,2020-05-07,2107,8b97f00475f89474b0292b9e25404155,True,2
amcu:3169,amcu,273-р,2020-05-07,2296,7c5d9a175ded37f5c60fa007194627b9,True,2
amcu:317,amcu,833-р,2019-12-19,3686,2a993114c4106405a4f7905b49a45912,True,4
amcu:3170,amcu,274-р,2020-05-07,2182,162f5cf4898c1953c8e3ec89990565e6,True,2
amcu:3171,amcu,275-р,2020-05-07,2902,8eea17a2efcfd21219b95e682e07bf5e,True,3
amcu:3172,amcu,276-р,2020-05-07,5380,e157a8c88c303373d6faf3aa55ad0409,True,5
amcu:3173,amcu,277-р,2020-05-07,74614,a92b854e460f66510bffc7af7e44d0dc,True,74
amcu:3174,amcu,278-р,2020-05-12,41141,2e5d74ffe5af191748f4fc3d44f093d8,True,40
amcu:3175,amcu,279-р,2020-05-14,2517,685c605809644d15ed8efae6ffd721d2,True,3
amcu:3176,amcu,280-р,2020-05-14,4247,a19efbeef04ae0b53a129ffb0d2a678c,True,4
amcu:3177,amcu,281-р,2020-05-14,4008,f3cdd98b004985b097033d972b5e6a0b,True,4
amcu:3178,amcu,282-р,2020-05-14,3719,4ee0d785215986a837dfafbaef63ff38,True,4
amcu:3179,amcu,283-р,2020-05-14,4057,68906ed5eb64ce1a7fc641d2b6160c6d,True,4
amcu:318,amcu,834-р,2019-12-19,4837,c08be8e3d59cfec2753e6020a3c0d618,True,5
amcu:3180,amcu,284-р,2020-05-14,3784,7c2446cbb740506aba639a78bf1d297d,True,4
amcu:3181,amcu,285-р,2020-05-14,3929,10f1184155c08c1634f00f9f8da95ca2,True,4
amcu:3182,amcu,286-р,2020-05-14,4052,c33ce3f08a17f127cdaa3666ed4dc15d,True,4
amcu:3183,amcu,287-р,2020-05-14,3934,d2f8c57b474cb467f30dd3c9da029240,True,4
amcu:3184,amcu,288-р,2020-05-14,3947,02253e0901049f984bbcfee57b92c073,True,4
amcu:3185,amcu,289-р,2020-05-14,3728,e0db59a4431f0b9e3cf6237c36817d61,True,3
amcu:3186,amcu,290-р,2020-05-14,63569,dc0dfdf12f3f3979e46e7ba37b4c35bd,True,62
amcu:3187,amcu,291-р,2020-05-14,41339,e501a153a7c1f27327ecedf1edafeaec,True,41
amcu:3188,amcu,292-р,2020-05-14,29637,9e5775a4f32214527d6f491b73b1c0e7,True,30
amcu:3189,amcu,293-р,2020-05-14,38464,6779b45d97daab3237aa7feac9f83303,True,38
amcu:319,amcu,835-р,2019-12-19,3200,48460a3e1fce881e86e576a0a6310b64,True,3
amcu:3190,amcu,294-р,2020-05-14,30068,c44565720ec06e95d71d1d69a380547f,True,30
amcu:3191,amcu,295-р,2020-05-14,78038,662ace3acdb6b2766a3edfa550159f85,True,77
amcu:3192,amcu,296-р,2020-05-14,35385,d3de2592cfc86a26b5e71bb0fdff84b8,True,35
amcu:3193,amcu,297-р,2020-05-14,56313,5f87adcfc89799f9e7044f482e818f70,True,55
amcu:3194,amcu,298-р,2020-05-14,88383,dc9f165798cff9975741fe32ad190c67,True,88
amcu:3195,amcu,299-р,2020-05-14,2037,e9307d07aad554dbe656f31c258924ac,True,2
amcu:3196,amcu,300-р,2020-05-21,2377,b3c5da3a37a48cf75b929c27dd2bdd0b,True,2
amcu:3197,amcu,301-р,2020-05-21,5204,8a46edbdc0d98c648614b6375faa6405,True,5
amcu:3198,amcu,302-р,2020-05-21,4245,fb4d0da66be4ee617726caac9de4cacd,True,4
amcu:3199,amcu,303-р,2020-05-21,4430,23b22c9679f9416c919c2954d9d73cc5,True,4
amcu:32,amcu,951-р,2025-12-04,7865,112b52f7fa5cb5fcf482ac39e649ed8c,True,8
amcu:320,amcu,836-р,2019-12-19,46664,cb8d5f26a5415fd05deb318c505374ad,True,46
amcu:3200,amcu,304-р,2020-05-21,10699,3c71f960a30339e0f5ca68c1791aad83,True,11
amcu:3201,amcu,305-р,2020-05-21,15712,5365096fdc2b9d48001e4525dda0169d,True,16
amcu:3202,amcu,306-р,2020-05-21,24538,78fa65bdb2a9e9ac03276a95f815ea1b,True,25
amcu:3203,amcu,307-р,2020-05-21,31851,2f7d7f7b45dd601871232079c388a1be,True,32
amcu:3204,amcu,308-р,2020-05-21,74516,2420f77faa67c9828ca778b4458fc219,True,73
amcu:3205,amcu,309-р,2020-05-21,56698,eeaa4939b0c3c30c73ac990ca16b87e9,True,56
amcu:3206,amcu,310-р,2020-05-21,17427,81155fa40e0939372bfb9313b8cb738c,True,18
amcu:3207,amcu,311-р,2020-05-21,6814,e6b308b82a2f752cdeab20ba2dabfb10,True,7
amcu:3208,amcu,312-р,2020-05-21,37709,24ede2c25e113175566ba84e7fce0a56,True,38
amcu:3209,amcu,313-р,2020-05-21,36488,77b317858ebf0b802b5781d394a4204b,True,36
amcu:321,amcu,837-р,2019-12-19,55736,07fcd21c0c50acab793d10284aeb0428,True,54
amcu:3210,amcu,314-р,2020-05-21,40272,a332801e5435888ec21ac4790ead69b0,True,40
amcu:3211,amcu,315-р,2020-05-21,40774,4525ba92da11d823c77acc79cb29ac5c,True,41
amcu:3212,amcu,316-р,2020-05-21,36484,54376fce56edf070ce3f42b7e2639e06,True,36
amcu:3213,amcu,317-р,2020-05-21,35618,974b4fd07731eb6e3e20710eb018051f,True,35
amcu:3214,amcu,318-р,2020-05-21,35720,b1929d64573857e76126478a7777972f,True,35
amcu:3215,amcu,319-р,2020-05-21,28959,615b5af88b04dd938ed12577ed02319c,True,29
amcu:3216,amcu,320-р,2020-05-21,85124,3b0530a2a400a1634fdcb569698ffd66,True,84
amcu:3217,amcu,321-р,2020-05-21,68881,be6f5cc98f125214f662fbfd77566b45,True,68
amcu:3218,amcu,322-р,2020-05-21,46996,70739d25dc9fa98fa32d987f902fb90d,True,47
amcu:3219,amcu,323-р,2020-05-21,73156,6b21433070854c3ae13b640a762da631,True,73
amcu:322,amcu,838-р,2019-12-19,48625,4165f1639617f2f1c9a860d09edb5a46,True,49
amcu:3220,amcu,324-р,2020-05-28,4403,afab78f5d323f733232601ed403bed9a,True,4
amcu:3221,amcu,325-р,2020-05-28,3879,aef7a0fb88ff9da83537f143764d56a1,True,4
amcu:3222,amcu,326-р,2020-05-28,3817,80ad1ac5535f31d089ee79ccd090d865,True,4
amcu:3223,amcu,327-р,2020-05-28,3303,7be96cfadc72f25894b409aee7d5dcda,True,3
amcu:3224,amcu,328-р,2020-05-28,10562,7ae6a92955814a0bd6386b2c233ec87a,True,11
amcu:3225,amcu,329-р,2020-05-28,32193,099f280f22319547f555e9dd64020bf7,True,32
amcu:3226,amcu,330-р,2020-05-28,44175,7bb234263f720551818d6b595ad1f9ef,True,44
amcu:3227,amcu,331-р,2020-05-28,51782,f369c047575b872fca349661acaa3c46,True,51
amcu:3228,amcu,332-р,2020-05-28,17925,61188015380c6313a90bc768429665e7,True,17
amcu:3229,amcu,333-р,2020-05-28,35376,77d5c2774b8824023fb052d3f6940249,True,35
amcu:323,amcu,839-р,2019-12-24,14205,fce9d4732195ad5f79466a284f9b5bbf,True,14
amcu:3230,amcu,334-р,2020-05-28,29610,34bfa2f8172f492c2ecfc14f4adf327f,True,29
amcu:3231,amcu,3,,2371,1086c01bfdc9b6f93ce2b024168615a4,True,2
amcu:3232,amcu,412-р,2024-11-07,20181,6ca68805bfc2f929ec840f989a5bbe0d,True,20
amcu:3233,amcu,415-р,2024-11-07,2420,04617bcccc2bb59fb99c0bbf94a2cef8,True,3
amcu:3234,amcu,416-р,2024-11-07,2178,0726f099c539a1a9593d9ab115c2fa2d,True,2
amcu:3235,amcu,417-р,2024-11-07,2422,37bc1b6092f9e97c7a324b6ed0386061,True,3
amcu:3236,amcu,418-р,2024-11-07,4409,e9eed4aedc253d9ceb6cc4259de641af,True,4
amcu:3237,amcu,419-р,2024-11-07,4088,2d0d9e57c24ce7a18622b9af8585b61d,True,4
amcu:3238,amcu,420-р,2024-11-07,4064,1dc05f6d08efd341c063f1ac28af31f7,True,4
amcu:3239,amcu,421-р,2024-11-07,4374,2e79c2ee6e31f2d4cd4813024b801fdd,True,4
amcu:324,amcu,840-р,2019-12-24,13669,0157685814a0ccf162aab094de00cd7a,True,13
amcu:3240,amcu,422-р,2024-11-07,3950,cceb6b3c2472b7dbcf7ca85adc869f57,True,4
amcu:3241,amcu,423-р,2024-11-07,2056,65d6350ccd1415948b638bb7cfab5b7b,True,2
amcu:3242,amcu,424-р,2024-11-07,2175,75fb797b8f3387e93f2e8152656d1959,True,2
amcu:3243,amcu,425-р,2024-11-07,2853,f74aa70cb637e739fef28565482d99b6,True,3
amcu:3244,amcu,426-р,2024-11-07,3082,350c6c083d48e744db248e69e6895c71,True,3
amcu:3245,amcu,427-р,2024-11-07,78649,b8a984bd8adf01ea4339c5a40d3da16e,True,78
amcu:3246,amcu,428-р,2024-11-07,7626,5552112f32ebce0adad1ca76966289a8,True,8
amcu:3247,amcu,429-р,2024-11-07,7833,b41d645effb01ef904b216f9ecffe082,True,8
amcu:3248,amcu,430-р,2024-11-14,3469,baac3e2577e06a79673c46bdad3491cb,True,4
amcu:3249,amcu,431-р,2024-11-14,3506,e120c6803f4c725a889680c4271c1c56,True,4
amcu:325,amcu,841-р,2019-12-24,12584,1c425f2557fec780c2f17aa2964cffe7,True,12
amcu:3250,amcu,432-р,2024-11-14,2174,dc2596bd65b0175afcb62be91e240969,True,2
amcu:3251,amcu,433-р,2024-11-14,2282,daf08a4f17037ccb1de6327cd1abc2a0,True,2
amcu:3252,amcu,434-р,2024-11-14,3362,231becb6f1f87842528b86476dfd6b0b,True,3
amcu:3253,amcu,435-р,2024-11-14,4001,aaf36df9bf522a95051cbf9bda8c98ca,True,4
amcu:3254,amcu,436-р,2024-11-14,4038,3f2e4ad59f49f01a324fb6435ca191f7,True,4
amcu:3255,amcu,437-р,2024-11-14,4043,501e3c2d40afb6c08491ed8e2fcb9b76,True,4
amcu:3256,amcu,438-р,2024-11-14,4138,9bfcfe1eb92c4c6710da4b525c8119da,True,4
amcu:3257,amcu,439-р,2024-11-14,3889,d9e5190c13a5a46202e4104c1de6d445,True,4
amcu:3258,amcu,440-р,2024-11-14,4268,ed25f33fb64c895e9d00a54545d6e00e,True,4
amcu:3259,amcu,441-р,2024-11-14,3954,993f2ac90a4bab87cfbf12309a492099,True,4
amcu:326,amcu,842-р,2019-12-24,17665,14626c04af5bdad01628e17361636173,True,18
amcu:3260,amcu,442-р,2024-11-14,5034,175217aa1f4934769d5277346d3ea670,True,5
amcu:3261,amcu,443-р,2024-11-14,3704,fbae1b8e32262892d23ce6eb7bb336cb,True,4
amcu:3262,amcu,444-р,2024-11-14,1990,85cd4b631aa82748e4b7c5985ea5282f,True,2
amcu:3263,amcu,445-р,2024-11-14,3867,70bedf4763f2f326c4b20d42ffe2bc98,True,4
amcu:3264,amcu,446-р,2024-11-14,20966,1100608d7eb14d0e0ffa09b052c8a332,True,20
amcu:3265,amcu,447-р,2024-11-14,20338,6f03bcb9cc22426855750ff9c9e277d5,True,20
amcu:3266,amcu,448-р,2024-11-14,8445,d1c7c8cae6473d1e012fc3f9cfc8378e,True,6
amcu:3267,amcu,449-р,2024-11-14,29264,12d76db13ac925d264fef3fba94ba331,True,29
amcu:3268,amcu,450-р,2024-11-14,44915,6cc5512f6e5cee1db9917fd53612bad7,True,45
amcu:3269,amcu,451-р,2024-11-14,87393,9b616eee8af653d1d1fe1f5b6a35bded,True,85
amcu:327,amcu,843-р,2019-12-24,68656,65536782caf354b2741263a97b34536b,True,68
amcu:3270,amcu,452-р,2024-11-14,57811,af424c4ba8885823f7067a9dbf187e9e,True,58
amcu:3271,amcu,453-р,2024-11-14,30432,58435ae79aabc6b14581773176dc6717,True,31
amcu:3272,amcu,454-р,2024-11-14,14400,a5cf4a1e5a8f77683ccab31dfa614550,True,15
amcu:3273,amcu,455-р,2024-11-14,17452,ebe444e6e1a0a2475a067876cd020591,True,17
amcu:3274,amcu,456-р,2024-11-21,3215,0dfad66f26d9dd490c94f54861002d7a,True,3
amcu:3275,amcu,457-р,2024-11-21,5600,46a783ab505fad3a7fa6a4caa4f896b6,True,6
amcu:3276,amcu,458,2024-11-21,2449,6ecb5ab23b269fa348517d91a14fe457,True,3
amcu:3277,amcu,459-р,2024-11-21,4109,c73c141c9dea22e11d9169b573e4de87,True,4
amcu:3278,amcu,460-р,2024-11-21,3039,8f50d4feac94166e9ddaa601b1437102,True,3
amcu:3279,amcu,461-р,2024-11-21,3529,0e176634214d0e036a8d275d3bfdedab,True,4
amcu:328,amcu,844-р,2019-12-24,46212,f4cdd5e8ebd492c112bc3f1aa48828fe,True,46
amcu:3280,amcu,462-р,2024-11-21,24223,2afb7dac19d6340dfb0bac5fe52ff3b8,True,23
amcu:3281,amcu,463-р,2024-11-21,63838,e8d017d09ece193f439b565678298841,True,62
amcu:3282,amcu,464-р,2024-11-21,109461,1bd6a7ac1f07f41c83bfb43350c4fcfd,True,109
amcu:3283,amcu,465-р,2024-11-21,27254,7964f6473b9c36f0694738834d7ed349,True,27
amcu:3284,amcu,466-р,2024-11-21,18096,8a054234a1de26fa1f56e84e09b1b6e2,True,18
amcu:3285,amcu,467-р,2024-11-21,26664,2e62011ff2a56c8e0f2ddf8afcdf26b5,True,27
amcu:3286,amcu,468-р,2024-11-21,11994,ba7ad55d51819e4c7ed25e81a7e54a2f,True,12
amcu:3287,amcu,469-р,2024-11-28,19848,89ea57de39bc7fc70f1a1b8607fbf91e,True,19
amcu:3288,amcu,470-р,2024-11-28,23217,f29cd3a467a475db9aaacbafa89cafb6,True,23
amcu:3289,amcu,471-р,2024-11-28,2026,32dff51f9edaf3932c9dbd8398fa82bf,True,2
amcu:329,amcu,845-р,2019-12-24,40830,ba7c60c378524e74abd98e270b4252b3,True,41
amcu:3290,amcu,472-р,2024-11-28,9952,b235674ed106c63dd2ad34a4436e0551,True,10
amcu:3291,amcu,473-р,2024-11-28,3538,6f41eebb502e8eaee7b820a8412cb097,True,4
amcu:3292,amcu,474-р,2024-11-28,3356,30a5211951d0e58c6fb77e121a5f7f36,True,3
amcu:3293,amcu,475-р,2024-11-28,3415,cb9da5d6fe36e2ac4b6d92d3f8cb7401,True,3
amcu:3294,amcu,476-р,2024-11-28,3451,1d958193245b5cf8b8a936a18805fba1,True,3
amcu:3295,amcu,477-р,2024-11-28,137944,acc21c4a28ca07a0a935a4a6cae146b9,True,135
amcu:3296,amcu,478-р,2024-11-28,24571,eae22e4fc0a31e3486d91d892aa1576b,True,24
amcu:3297,amcu,479-р,2024-11-28,91706,dc72ba2b1ed2767fbe97e78ca768e8a8,True,92
amcu:3298,amcu,480-р,2024-11-28,22688,ecb40250095ff389500f365268370b1e,True,23
amcu:33,amcu,952-р,2025-12-04,8865,f415dbd6890807405454ae5fac0c9ef9,True,9
amcu:330,amcu,846-р,2019-12-24,39967,c393c849c4b99945ea16de50583d73e8,True,40
amcu:3300,amcu,6,,12979,87b93b7ba890b8f2569d55ba269ce008,True,13
amcu:3301,amcu,10-р,2024-02-01,3104,e740d4ac31553fa68bbcf32b0e8c0876,True,3
amcu:3302,amcu,11-р,2024-02-01,3582,c92866f4068a6934eff195fdfa160c0f,True,4
amcu:3303,amcu,12-р,2024-02-01,3775,9e0a5cb537de12e4b83766a6d84886cf,True,4
amcu:3304,amcu,13-р,2024-02-01,3769,48c5abf4a3f01890908094214797326b,True,4
amcu:3305,amcu,14-р,2024-02-01,3193,7afbc6ff9f136a26775f35f077ae5e79,True,3
amcu:3306,amcu,15-р,2024-02-01,3206,d6721b1028c8aebc6ae21f695c73a699,True,3
amcu:3307,amcu,16-р,2024-02-01,7392,6dd8a5c2e57957ee841b12c2954a9f3b,True,7
amcu:3308,amcu,17-р,2024-02-08,42169,9ef68bd05252d5b8f9088e0ede968c1a,True,41
amcu:3309,amcu,18-р,2024-02-08,41863,1e06e10083105114c9551fd7e0b27495,True,41
amcu:331,amcu,847-р,2019-12-26,2022,b8adbae2ce9049dfab39197ffbe7b83c,True,2
amcu:3310,amcu,19-р,2024-02-08,42009,6bb43b37cd559675c4b1774642c81f0b,True,41
amcu:3311,amcu,20-р,2024-02-08,42055,8979ddd66b9583baefea0547b7466953,True,41
amcu:3312,amcu,21-р,2024-02-08,42147,e60f3cfc36b309fe7bad8f0af0017b41,True,41
amcu:3313,amcu,22-р,2024-02-08,41917,f5b0ecc29eeb17ec9b14c29e73a1a8b9,True,41
amcu:3314,amcu,23-р,2024-02-08,42014,3616d515c27b86c067a59c2e55de2725,True,41
amcu:3315,amcu,24-р,2024-02-08,41947,62d9766e8ea57d1475a9963bc8af7ea9,True,41
amcu:3316,amcu,25-р,2024-02-08,41916,1e0830c6e189d42b2fe49abfd27a2739,True,41
amcu:3317,amcu,26-р,2024-02-08,41845,c5ee5a76732132dcd882b5c54843723e,True,41
amcu:3318,amcu,27-р,2024-02-08,41930,24b29d2f0f438c3383031c8d7f31aea4,True,41
amcu:3319,amcu,28-р,2024-02-08,41900,7d765899528713ae7e367d024be196b9,True,41
amcu:332,amcu,848-р,2019-12-26,2381,8d91d1cd029e7f1a846e67e63e822496,True,2
amcu:3320,amcu,29-р,2024-02-08,41903,6819ed1f1f84892ff20e720e1a09b894,True,41
amcu:3321,amcu,30-р,2024-02-08,42019,fe343daace17dcebc2fbacd533ed8d0c,True,41
amcu:3322,amcu,31-р,2024-02-08,41915,e39ff9b6c7b787e3dc716b0ee8876ced,True,41
amcu:3323,amcu,32-р,2024-02-08,41977,a2e8843c707f2016e19cfdc88a861350,True,41
amcu:3324,amcu,33-р,2024-02-08,42314,22f7b1f9a35b4c2c40cabe3fe7270c8c,True,41
amcu:3325,amcu,34-р,2024-02-08,41922,480093a5070e542f91f0cf5e8ef24c27,True,41
amcu:3326,amcu,35-р,2024-02-08,60310,1f52cb25928bd28b0cff7bb984d2d635,True,59
amcu:3327,amcu,36-р,2024-02-08,40505,e7f60b3804af4a763a635b103f2ead02,True,40
amcu:3328,amcu,37-р,2024-02-08,4991,e9b503d9d8a396105685f3c437e167d3,True,5
amcu:3329,amcu,38-р,2024-02-08,5368,c7e3084c77fc0f49aca16069d61c3542,True,5
amcu:333,amcu,849-р,2019-12-26,5580,948058044321e1c4a4bfb750d651062c,True,6
amcu:3330,amcu,39-р,2024-02-08,5366,d069f360565fef2c3f0143e2e318e2c1,True,5
amcu:3331,amcu,40-р,2024-02-08,5198,4c54cd3d8122a7f8104e195ec3a7b4af,True,5
amcu:3332,amcu,41-р,2024-02-08,4055,6bbc3f6f20582c8d8417fe77e674c530,True,4
amcu:3333,amcu,42-р,2024-02-08,3733,566a101df647fe433fead8639f413a07,True,4
amcu:3334,amcu,43-р,2024-02-08,4343,d09e8c8d4f6f9b6a60bf02c701ef8b15,True,4
amcu:3335,amcu,44-р,2024-02-08,4676,829f490e3c4b18cd8e19ba5e47d6cb55,True,5
amcu:3336,amcu,45-р,2024-02-08,4620,afb9ab980275f31348f4397bb1245593,True,5
amcu:3337,amcu,46-р,2024-02-08,2992,d02d52f8945f78e6773c1d0dcb37ce87,True,3
amcu:3338,amcu,47-р,2024-02-08,4433,5703a1c4022b4281ab0be43f8e414d87,True,4
amcu:3339,amcu,48-р,2024-02-08,3506,a53f3505d5d973ebd5da01f44364f01e,True,4
amcu:334,amcu,850-р,2019-12-26,3565,78ed3c5f8e55e8b7b1c386386acd223c,True,4
amcu:3340,amcu,49-р,2024-02-08,3455,4f412b9d87bae49f4bb1957b38340c90,True,3
amcu:3341,amcu,50-р,2024-02-08,3457,fec34e0064f80f963ced89e7ebf79d28,True,3
amcu:3342,amcu,51-р,2024-02-08,4376,7048e78a8972cbfcd37eb781ab4a419b,True,4
amcu:3343,amcu,52-р,2024-02-08,4192,971730a792f27cd62d82eb792c083164,True,4
amcu:3344,amcu,53-р,2024-02-15,4583,20745cf08b8760b000a8129c5171097d,True,5
amcu:3345,amcu,54-р,2024-02-15,2195,693dc97f305fcf976a1a4c236dd1febe,True,2
amcu:3346,amcu,55,2024-02-15,2875,844fd1a68e346d41f7f1a1cbec4e40c3,True,3
amcu:3347,amcu,56-р,2024-02-22,57350,a51e01408bf8c33af322a981e2ae69a9,True,57
amcu:3348,amcu,57-р,2024-02-22,11372,64431ab5490728bd3663706ed28dbc0d,True,12
amcu:3349,amcu,58-р,2024-02-22,93088,74c933f69e55cc6d6ee6c5b97a3be4f4,True,92
amcu:335,amcu,851-р,2019-12-26,5427,efc954159d23af2f3f805b7c3a6a9041,True,5
amcu:3350,amcu,59-р,2024-02-22,3895,165476f42e687a740485a528fca937e9,True,4
amcu:3351,amcu,60-р,2024-02-22,4121,4691233451cae5fc394ebdebf67e666d,True,4
amcu:3352,amcu,61-р,2024-02-22,3236,c4dc298dc004459bed1164d8828718e5,True,3
amcu:3353,amcu,62-р,2024-02-29,3724,3cbe0a6d25192e388f68b415284531f6,True,4
amcu:3354,amcu,63-р,2024-02-29,4112,19f1f859ba9d6ba166176a1225b85dc3,True,4
amcu:3355,amcu,64-р,2024-02-29,2584,c97a39d9377076ad5935adf809a2f964,True,3
amcu:3356,amcu,65-р,2024-02-29,4128,c5c80944c98ee7ceb4968f3a57dec3a5,True,4
amcu:3357,amcu,29-р,2025-02-06,3550,e9c2e099398dc654347bd7af3809af10,True,4
amcu:3358,amcu,30-р,2025-02-06,2964,91b3a533495ea23d04f78ab8d55d9b48,True,3
amcu:3359,amcu,31-р,2025-02-06,5423,0f42a290bdd7157ef6c3c86323cda2aa,True,5
amcu:336,amcu,852-р,2019-12-26,4773,0d8c2c9d8de390aeb5dcfabcb0f0dc8c,True,5
amcu:3360,amcu,32-р,2025-02-06,2867,56c37651ea73cf014e64544bc86f077b,True,3
amcu:3361,amcu,33-р,2025-02-06,3778,c5948f4a1936ae4a6b053a78abf6dbc4,True,4
amcu:3362,amcu,34-р,2025-02-06,2770,01ce8ef106e6c4dd601d81ae67eacd14,True,3
amcu:3363,amcu,35-р,2025-02-06,2418,47228ca61696a066dc097470ac7cb46f,True,2
amcu:3364,amcu,36-р,2025-02-06,2431,461ac0c06315fc709c8b4e91b50a988d,True,2
amcu:3365,amcu,37-р,2025-02-06,2381,9f2d67f38027afeef54bccf70e44a60c,True,2
amcu:3366,amcu,38-р,2025-02-06,2857,d48694ed2dd7935d8732ab47f39d00ae,True,3
amcu:3367,amcu,39-р,2025-02-06,3263,0732ba83dbcb8201f7acadf26f40412c,True,3
amcu:3368,amcu,40-р,2025-02-06,3437,2d92177812305c0b8c53a194cca7c777,True,3
amcu:3369,amcu,41-р,2025-02-06,3349,1970b7b45e4a1a9541b1eec8ea5fbca3,True,3
amcu:337,amcu,853-р,2019-12-26,2189,9bd6ad7dc9023d2a528d318e3e09f1bf,True,2
amcu:3370,amcu,42-р,2025-02-06,68954,2934545601874fd8786f4972bbd64ae2,True,68
amcu:3371,amcu,43-р,2025-02-13,3693,b8a33cb603035b2d295ffd356426047b,True,4
amcu:3372,amcu,44-р,2025-02-13,3611,40e59b177f8f80c200b9f4fe097cde21,True,4
amcu:3373,amcu,45-р,2025-02-20,3251,d0595151a9c43838087b6459a9fcb6f3,True,3
amcu:3374,amcu,46-р,2025-02-20,4434,bd4a6d1d1642682f35de4caea3e318fd,True,5
amcu:3375,amcu,47-р,2025-02-20,2642,0ea4a2fec4b53c5ee86f4c24f61ad5bf,True,3
